s_ph,s_temp,s_do,s_turbidity,index_heure
-0.56,1.747,0.8096,-7.098,1540
0.10187,-1.179,1.659,7.48,1541
0.3215,0.0291,-1.604,-0.3792,1542
-0.335,0.3198,-0.3188,-7.754,1543
0.0878,-0.2034,0.8413,8.05,1544
0.1357,0.8237,1.199,-0.2078,1545
-0.2837,-1.57,-2.117,-6.44,1546
0.2766,0.6094,-0.3345,5.188,1547
0.0185,2.014,3.559,1.144,1548
-0.3665,-3.701,-3.277,-4.633,1549
0.3018,1.59,-1.088,1.921,1550
0.2004,2.771,4.066,2.348,1551
-0.5645,-4.297,-1.824,-2.719,1552
0.2131,1.03,-2.418,-1.038,1553
0.467,3.105,2.85,3.184,1554
-0.6177,-3.693,0.7964,-0.7095,1555
0.168,0.935,-2.934,-1.631,1556
0.3516,2.074,0.5835,0.3743,1557
-0.5,-3.143,2.568,0.9824,1558
0.2634,2.096,-2.266,0.871,1559
0.1127,0.109,-0.5605,-2.314,1560
-0.4126,-2.066,2.191,0.1072,1561
0.3262,2.504,-1.111,2.77,1562
0.1615,-0.797,-0.5347,-1.523,1563
-0.5283,-1.419,0.8,-2.594,1564
0.3855,1.709,0.05295,3.324,1565
0.0415,-0.1577,-0.6187,1.294,1566
-0.2864,-1.005,-0.2935,-5.06,1567
0.2362,0.3337,1.615,2.178,1568
-0.0621,0.9443,-1.382,3.271,1569
-0.00972,-0.763,-0.1763,-4.4,1570
0.01622,-0.7256,1.695,0.773,1571
-0.1141,1.35,-1.761,1.922,1572
0.2427,-0.377,-0.1716,-0.923,1573
-0.1653,-0.885,1.891,-0.3645,1574
-0.133,1.176,-1.266,-0.5454,1575
0.2764,-0.7847,-0.985,1.424,1576
-0.1815,0.3438,2.027,0.08844,1577
0.05008,0.4402,-0.4045,-1.623,1578
0.04388,-1.284,-1.919,0.891,1579
-0.1538,1.067,1.946,0.535,1580
0.2078,0.6655,0.2411,-0.173,1581
-0.1361,-2.184,-1.799,-0.543,1582
-0.03099,1.388,1.157,-0.727,1583
0.2115,1.024,0.615,2.512,1584
-0.1714,-2.322,-1.081,-2.604,1585
-0.06107,1.385,0.1829,0.6436,1586
0.1422,0.4773,0.611,2.082,1587
0.0651,-1.792,-0.3386,-3.38,1588
-0.2852,1.5625,-1.088,2.121,1589
0.1843,0.2235,2.074,0.1359,1590
0.1148,-1.846,-1.243,-1.935,1591
-0.2075,1.567,-0.904,2.953,1592
0.0762,0.2485,2.406,-2.064,1593
-0.00867,-1.861,-1.872,-0.659,1594
0.1393,1.79,-0.1081,2.725,1595
-0.1748,0.2103,1.562,-2.168,1596
-0.259,-2.125,-1.47,0.3025,1597
0.778,1.659,0.01487,0.5234,1598
-0.5513,0.6675,1.207,-0.896,1599
-0.3943,-2.22,-0.7856,1.651,1600
1.104,1.376,-0.08295,-1.843,1601
-0.8164,0.3606,-0.1774,0.597,1602
-0.1799,-1.296,1.189,1.822,1603
0.88,1.332,-0.809,-3.443,1604
-0.708,-0.579,-1.15,2.297,1605
0.02916,-0.474,2.076,1.175,1606
0.3313,1.195,-0.551,-3.459,1607
-0.2654,-1.325,-1.416,2.285,1608
0.302,0.7407,1.405,0.8213,1609
-0.4546,0.682,-0.0769,-2.77,1610
0.2443,-1.773,-0.5015,1.551,1611
0.4265,1.249,0.1326,0.7197,1612
-0.9146,0.54,-0.605,-1.014,1613
0.537,-1.857,2.088,-0.3298,1614
0.505,1.166,-1.907,0.9453,1615
-1.155,0.4585,-1.367,0.669,1616
0.6577,-1.025,4.023,-2.484,1617
0.4587,0.00571,-1.989,1.308,1618
-1.0205,1.399,-2.219,1.7295,1619
0.655,-1.262,3.494,-2.615,1620
0.10626,-0.6084,-0.812,0.8022,1621
-0.738,2.145,-2.01,0.7876,1622
0.86,-1.505,1.657,-0.1748,1623
-0.2593,-0.717,0.313,-1.228,1624
-0.686,2.275,-0.943,0.6963,1625
1.1455,-1.414,0.1923,1.615,1626
-0.5815,-0.886,0.002705,-2.617,1627
-0.535,2.168,0.4263,0.1608,1628
1.097,-1.368,0.1156,2.64,1629
-0.596,-0.914,-1.256,-1.797,1630
-0.2935,2.33,0.7876,-1.198,1631
0.7104,-1.377,1.373,2.346,1632
-0.552,-0.9136,-2.215,-0.471,1633
0.165,2.229,-0.2401,-1.735,1634
0.2313,-0.918,3.297,1.143,1635
-0.598,-1.611,-2.621,1.25,1636
0.6323,2.28,-1.592,-1.653,1637
-0.03836,-0.4731,4.44,-0.856,1638
-0.7217,-1.202,-2.217,3.23,1639
0.7676,0.707,-2.648,-2.27,1640
0.0739,0.562,4.46,-1.178,1641
-0.783,-0.0413,-1.384,3.6,1642
0.436,-1.896,-2.658,-2.783,1643
0.3777,2.14,3.246,-0.5977,1644
-0.5454,0.52,-0.8716,3.902,1645
-0.005817,-3.152,-1.196,-4.746,1646
0.3955,2.412,1.714,1.659,1647
-0.1904,1.066,-0.9565,3.924,1648
-0.12476,-3.38,-0.646,-6.72,1649
0.0944,2.037,1.551,2.959,1650
0.1622,1.311,-0.7104,3.82,1651
-0.1744,-2.865,-0.817,-6.152,1652
-0.1729,1.277,1.417,2.04,1653
0.4224,1.069,-0.6885,3.283,1654
-0.1826,-1.26,-0.4849,-3.736,1655
-0.2886,-0.6724,1.249,-0.6733,1656
0.53,1.787,-1.008,3.527,1657
-0.4119,-0.517,-0.3691,-1.052,1658
0.01134,-1.535,1.536,-2.658,1659
0.4731,2.059,-1.06,2.096,1660
-0.7607,-0.3997,-0.3105,1.638,1661
0.5776,-1.651,1.049,-3.07,1662
0.02962,1.76,-0.9194,0.07104,1663
-0.689,-0.0786,0.3857,3.758,1664
0.923,-1.265,0.007042,-3.742,1665
-0.3967,1.267,0.03937,-0.3154,1666
-0.4846,-0.4497,0.1482,3.896,1667
0.914,-0.4941,-1.182,-3.213,1668
-0.4736,1.09,1.581,-0.319,1669
-0.4368,-1.122,0.271,3.744,1670
0.8076,0.503,-2.703,-4.69,1671
-0.25,0.5327,2.658,1.305,1672
-0.5176,-1.243,-0.137,3.926,1673
0.59,0.927,-2.297,-5.496,1674
0.02747,0.582,2.818,1.635,1675
-0.648,-1.978,-1.263,3.203,1676
0.6387,1.463,-1.194,-3.592,1677
-0.037,0.7217,2.727,0.1345,1678
-0.4736,-2.19,-2.018,2.21,1679
0.4795,1.318,-0.4458,-1.156,1680
-0.05096,0.515,2.562,-1.366,1681
-0.3325,-1.199,-1.942,2.008,1682
0.3186,0.496,-0.8467,-0.1357,1683
-0.01548,0.4673,2.027,-1.668,1684
-0.26,-0.6387,-0.4875,1.865,1685
0.1613,-0.287,-1.289,-0.609,1686
0.241,1.022,1.336,-1.517,1687
-0.3215,-0.0682,0.304,2.723,1688
-0.1459,-1.391,-2.016,-1.907,1689
0.4944,1.005,1.921,-0.02524,1690
-0.2722,1.24,0.005234,1.802,1691
-0.2262,-2.934,-1.844,-2.201,1692
0.3362,2.0,2.123,1.024,1693
0.12134,1.075,-1.192,0.9907,1694
-0.4678,-3.305,-0.3733,-2.209,1695
0.2058,2.164,1.888,0.846,1696
0.384,0.962,-1.658,2.049,1697
-0.5796,-2.613,-0.1377,-3.387,1698
0.127,1.534,1.235,1.012,1699
0.4324,0.552,-0.9155,2.992,1700
-0.516,-1.458,0.03604,-3.332,1701
0.06052,0.9365,0.896,-0.6855,1702
0.3928,-0.1842,-1.207,3.936,1703
-0.3613,-0.2595,-0.00836,-3.11,1704
0.01855,0.634,1.64,-0.742,1705
0.1958,-0.4531,-1.143,3.277,1706
-0.1493,-0.393,-1.147,-1.553,1707
-0.06055,1.152,2.379,-1.318,1708
0.216,-0.92,-1.407,1.6045,1709
-0.11145,-0.6064,-0.522,0.4941,1710
-0.1611,2.1,1.34,-2.055,1711
0.3047,-1.433,-0.8047,0.8716,1712
-0.11224,-1.125,0.3206,1.939,1713
-0.1605,2.42,-0.3096,-3.309,1714
0.2878,-0.985,-0.237,1.161,1715
-0.2474,-1.379,1.778,2.854,1716
-0.0681,1.988,-2.31,-4.043,1717
0.4082,-0.4062,0.1716,1.59,1718
-0.2842,-1.383,2.545,0.836,1719
-0.2551,1.572,-2.484,-1.734,1720
0.533,-0.1439,-0.1287,1.65,1721
-0.2081,-1.175,2.422,-0.8003,1722
-0.3696,0.8447,-2.24,-0.634,1723
0.649,0.3296,-0.03,1.505,1724
-0.2961,-0.4333,2.148,-0.867,1725
-0.3464,-0.5117,-2.555,-0.5317,1726
0.6016,1.224,1.175,1.026,1727
-0.2822,-0.5703,0.939,0.4207,1728
-0.1815,-1.333,-2.326,-2.363,1729
0.357,2.326,1.487,1.98,1730
-0.3535,-0.8647,0.8374,1.03,1731
0.33,-1.706,-1.914,-3.354,1732
-0.06085,2.674,0.4563,2.85,1733
-0.4604,-1.185,1.871,-0.3257,1734
0.6445,-1.072,-1.946,-2.375,1735
-0.1931,2.242,-0.6016,2.648,1736
-0.4065,-1.617,2.512,-0.186,1737
0.534,-0.1969,-1.378,-1.796,1738
-0.1582,1.412,-1.07,1.109,1739
-0.1893,-1.21,2.004,0.4016,1740
0.2456,0.4243,-1.139,-0.772,1741
-0.1725,0.27,0.1699,-0.05475,1742
0.1669,-0.4192,0.2593,0.8584,1743
-0.05618,-0.01049,-1.133,-0.3418,1744
-0.3713,0.257,2.115,-0.07733,1745
0.5503,-0.02924,-1.475,-0.301,1746
0.06177,0.03522,-1.222,0.0108,1747
-0.8687,-0.6646,2.924,1.261,1748
0.7637,0.8374,-0.8164,-2.135,1749
0.2683,0.1578,-2.451,0.531,1750
-1.084,-1.193,2.55,3.027,1751
0.8438,0.949,0.2206,-4.066,1752
0.10095,0.1495,-2.107,0.722,1753
-0.7397,-0.8335,1.35,3.111,1754
0.616,0.6074,0.2227,-3.969,1755
-0.1852,0.1487,-0.4963,1.594,1756
-0.01011,-0.774,0.1755,2.082,1757
0.141,1.081,-0.5347,-3.781,1758
-0.4744,-0.785,1.049,1.726,1759
0.6294,-0.172,-0.3254,2.34,1760
-0.1333,1.115,-1.548,-3.88,1761
-0.659,-0.9424,2.162,0.62,1762
0.813,-0.7095,-0.2515,3.975,1763
-0.0783,2.033,-1.931,-4.336,1764
-0.6934,-1.445,1.834,-0.622,1765
0.59,-0.537,0.1682,5.348,1766
0.1727,2.018,-1.873,-4.574,1767
-0.537,-1.613,1.496,-0.3262,1768
0.04816,0.217,-0.0864,3.352,1769
0.4312,0.9595,-0.4053,-1.571,1770
-0.10986,-1.637,0.4175,-1.481,1771
-0.4082,1.35,-1.021,1.35,1772
0.176,0.1045,1.702,1.311,1773
0.566,-1.594,-1.087,-1.932,1774
-0.6826,1.866,-0.885,-0.8145,1775
-0.1583,-1.036,2.361,3.018,1776
1.019,0.06204,-1.838,-1.625,1777
-0.8936,0.612,0.0967,-2.057,1778
-0.1534,-0.866,1.188,3.848,1779
1.064,0.4736,-1.405,-0.907,1780
-0.966,-0.172,0.9316,-3.39,1781
0.04245,0.3787,0.111,3.56,1782
0.7866,-0.0823,-1.274,0.832,1783
-0.922,-0.9756,1.265,-4.28,1784
0.3774,1.572,0.1394,2.287,1785
0.4485,-0.7974,-1.621,2.031,1786
-0.9575,-1.005,1.594,-2.924,1787
0.7,2.188,0.3928,0.2471,1788
0.1687,-1.334,-2.084,1.539,1789
-0.8486,-0.724,1.283,-0.399,1790
0.729,1.929,0.766,-1.447,1791
0.1008,-1.315,-1.862,0.6357,1792
-0.8145,-0.412,1.149,1.387,1793
0.6396,1.941,0.6006,-1.09,1794
0.1724,-1.829,-1.91,-0.7847,1795
-0.7,-0.326,1.588,0.897,1796
0.3962,2.74,0.4807,1.459,1797
0.2086,-2.465,-2.059,-2.148,1798
-0.2346,-0.826,1.274,-0.1498,1799
-0.2247,3.188,0.5483,1.452,1800
0.2666,-1.752,-1.368,0.3936,1801
0.2074,-1.574,1.239,-1.921,1802
-0.3574,2.531,-0.9214,-0.1914,1803
-0.1139,0.04825,0.3015,3.945,1804
0.5093,-2.568,1.02,-4.254,1805
-0.2644,1.603,-2.479,-1.1045,1806
-0.1884,1.31,2.42,6.918,1807
0.3044,-2.18,-0.2062,-5.902,1808
-0.1309,0.766,-2.66,-1.585,1809
0.02232,0.738,3.621,7.316,1810
-0.03192,-1.3125,-1.762,-6.08,1811
-0.126,1.252,-1.393,0.327,1812
0.3496,-0.6685,3.36,4.31,1813
-0.1385,-0.6284,-2.604,-4.37,1814
-0.4524,1.726,-0.1589,1.466,1815
0.528,-1.32,2.55,0.7925,1816
0.1014,-0.4478,-2.418,-1.072,1817
-0.522,1.761,0.1399,1.131,1818
0.1904,-1.019,2.12,-1.755,1819
0.3176,-1.081,-2.305,0.695,1820
-0.1832,1.971,0.1959,1.467,1821
-0.3267,-0.766,1.811,-0.933,1822
0.3674,-0.828,-1.391,-1.0205,1823
0.1868,1.185,-0.725,0.0634,1824
-0.6475,-0.486,1.913,3.234,1825
0.4182,-0.3352,-0.889,-3.77,1826
0.2864,0.828,-1.258,-1.44,1827
-0.6426,-0.5615,2.297,7.023,1828
0.2776,-0.1638,-1.517,-5.207,1829
0.2947,0.181,-0.378,-3.023,1830
-0.5767,0.462,2.098,8.31,1831
0.4214,-0.596,-2.086,-4.023,1832
0.11743,-0.21,0.3755,-4.297,1833
-0.6196,1.042,1.806,6.707,1834
0.5176,-0.485,-2.514,-1.983,1835
0.1372,-0.8325,0.5054,-3.727,1836
-0.5225,0.938,2.287,4.316,1837
0.2527,0.48,-2.686,0.08093,1838
0.1525,-1.779,0.2866,-3.385,1839
-0.1915,0.9155,2.186,2.258,1840
-0.03458,1.259,-2.229,0.1929,1841
0.08594,-1.782,0.297,-0.557,1842
0.1768,0.0657,1.372,-0.6045,1843
-0.3108,1.924,-2.0,0.8936,1844
-0.09094,-1.997,1.586,0.3162,1845
0.5996,-0.05124,0.2374,-1.507,1846
-0.4485,1.927,-2.92,1.54,1847
-0.3274,-1.751,4.066,-0.3613,1848
0.8154,0.03732,-1.325,-0.4785,1849
-0.3472,1.633,-3.412,0.614,1850
-0.5405,-1.622,5.24,-0.934,1851
0.782,0.001515,-1.927,1.131,1852
-0.2172,1.288,-3.156,-0.518,1853
-0.4348,-1.371,4.54,-0.982,1854
0.52,0.6855,-1.055,1.649,1855
-0.0988,0.2595,-2.746,-1.242,1856
-0.177,-1.013,2.576,1.071,1857
0.07574,1.085,0.2676,-0.4905,1858
0.1213,-0.3083,-1.98,-1.502,1859
-0.10046,-0.793,0.766,2.828,1860
-0.1478,0.86,1.454,-1.386,1861
0.3052,0.4724,-1.586,-0.98,1862
-0.2312,-1.323,-0.1613,1.268,1863
0.0423,0.1992,1.124,0.9355,1864
0.1318,1.836,-0.183,-1.814,1865
-0.274,-2.107,-0.7437,-0.7383,1866
0.2461,-0.2166,0.1473,3.9,1867
-0.05283,2.52,1.056,-3.668,1868
-0.172,-2.096,-1.076,-0.966,1869
0.383,-0.3015,-0.6377,5.1,1870
-0.3965,1.961,2.273,-3.941,1871
0.1304,-1.886,-1.6045,-1.094,1872
0.3105,0.938,-0.62,4.805,1873
-0.5557,0.4097,1.751,-3.846,1874
0.317,-1.783,-1.018,-0.8804,1875
0.1909,1.823,-0.1187,4.49,1876
-0.392,-0.0901,-0.1176,-2.666,1877
0.0525,-1.91,0.8174,-2.566,1878
0.2822,1.981,-0.0869,4.406,1879
-0.1686,0.347,-1.359,0.31,1880
-0.1145,-2.361,1.64,-5.938,1881
0.09045,1.285,-0.578,4.914,1882
0.1157,1.598,-0.5137,2.396,1883
-0.133,-2.396,0.962,-7.32,1884
-0.1344,0.08655,-1.006,3.559,1885
0.409,2.203,0.7334,4.21,1886
-0.1971,-1.757,0.03625,-6.1,1887
-0.2109,-0.558,-0.739,0.787,1888
0.253,2.176,0.744,3.734,1889
-0.009346,-1.414,-0.2017,-2.676,1890
-0.1891,-0.871,0.0986,-0.646,1891
0.10486,2.475,-0.7056,1.642,1892
0.1312,-2.18,0.277,-0.611,1893
-0.1837,-0.0986,1.446,-0.3132,1894
-0.04333,2.71,-1.937,0.933,1895
0.2954,-3.006,-0.2256,-1.512,1896
-0.196,0.3945,2.1,0.933,1897
-0.2233,2.572,-0.664,1.517,1898
0.3828,-3.068,-1.622,-3.117,1899
-0.1478,0.8413,0.922,0.754,1900
-0.1495,1.55,2.148,2.676,1901
0.28,-1.879,-2.955,-1.797,1902
-0.0844,0.941,-0.3186,-1.609,1903
-0.0914,-0.4338,3.586,1.981,1904
-0.04498,0.01079,-2.787,1.323,1905
0.1561,1.463,-0.872,-3.42,1906
0.04227,-2.63,2.84,0.6816,1907
-0.297,1.088,-1.1,3.016,1908
0.1687,2.14,-1.416,-1.627,1909
0.2778,-3.236,1.216,-3.312,1910
-0.4448,0.89,0.6167,3.932,1911
0.1833,2.314,-1.069,1.776,1912
0.2079,-3.06,-0.4343,-6.086,1913
-0.4985,0.863,1.788,2.652,1914
0.3906,1.722,-1.018,4.586,1915
0.09265,-1.958,-1.246,-6.863,1916
-0.4897,0.06525,2.705,1.12,1917
0.4138,1.478,-1.394,5.85,1918
0.00909,-1.314,-1.581,-6.086,1919
-0.3933,-0.1914,2.824,0.524,1920
0.3723,1.637,-0.8027,4.1,1921
0.0381,-1.703,-2.299,-3.873,1922
-0.3472,-0.0142,2.727,0.693,1923
0.1943,2.012,0.353,2.355,1924
0.2583,-2.135,-3.357,-3.303,1925
-0.4888,-0.0406,2.244,1.361,1926
0.2114,2.525,1.941,1.524,1927
0.374,-2.65,-4.12,-2.318,1928
-0.6113,0.0846,1.162,1.252,1929
0.1986,2.725,3.67,-0.2367,1930
0.424,-2.65,-4.26,0.0819,1931
-0.6084,-0.5425,0.0875,-0.324,1932
0.07733,3.395,3.768,-1.172,1933
0.5034,-2.365,-3.078,3.424,1934
-0.3298,-1.483,-0.502,-2.121,1935
-0.3442,3.818,2.621,-3.004,1936
0.5884,-2.457,-1.516,6.066,1937
-0.05035,-1.063,-0.899,-2.426,1938
-0.6226,3.264,1.394,-4.438,1939
0.592,-2.527,0.09467,6.715,1940
0.0698,0.1421,-1.379,-1.92,1941
-0.588,2.244,0.8364,-4.23,1942
0.504,-3.207,0.7017,5.18,1943
0.0723,1.788,-1.069,-1.206,1944
-0.6133,1.391,0.1603,-1.863,1945
0.5645,-4.004,0.4763,1.307,1946
0.01723,3.178,-0.3381,-0.3562,1947
-0.573,1.082,0.1241,1.271,1948
0.613,-4.547,-0.1227,-2.156,1949
-0.0682,3.57,0.287,0.851,1950
-0.565,0.758,-0.002993,2.023,1951
0.727,-4.008,-0.974,-3.941,1952
-0.223,3.033,1.373,3.021,1953
-0.535,0.4688,-0.0507,-0.05875,1954
0.7812,-2.973,-1.61,-2.58,1955
-0.3203,2.736,1.424,4.168,1956
-0.2566,-0.1703,0.2104,-4.367,1957
0.3977,-2.322,-1.767,1.255,1958
-0.1718,2.748,2.32,4.69,1959
-0.02422,-0.8247,-0.972,-8.31,1960
0.05008,-1.971,-1.569,4.465,1961
-0.1335,3.018,2.617,4.52,1962
0.2673,-1.055,-1.319,-9.695,1963
-0.1764,-1.963,-0.942,5.652,1964
-0.1631,3.129,1.965,3.725,1965
0.326,-1.773,-0.9976,-8.73,1966
-0.04684,-0.4749,-0.2634,3.996,1967
-0.269,1.774,0.6343,4.254,1968
0.131,-2.014,-0.00061,-5.473,1969
0.3113,1.355,-0.579,-0.608,1970
-0.436,0.3508,0.06683,4.195,1971
-0.00994,-1.903,1.019,-0.2135,1972
0.5566,1.929,-1.248,-5.082,1973
-0.4873,-0.507,0.1252,3.484,1974
-0.14,-0.901,1.259,2.898,1975
0.5776,0.9033,-1.601,-5.816,1976
-0.5024,-0.2445,0.3096,2.627,1977
0.132,0.3867,1.379,1.843,1978
0.2125,-0.821,-1.436,-2.8,1979
-0.3416,0.2385,-0.6177,1.963,1980
0.265,1.135,2.135,-2.395,1981
-0.1019,-1.519,-0.9346,2.184,1982
-0.04044,-0.05206,-1.073,1.814,1983
0.1299,1.634,1.769,-6.496,1984
-0.1376,-1.531,-0.8496,5.05,1985
0.1027,0.1953,-0.4578,2.209,1986
-0.01622,1.434,1.002,-6.434,1987
-0.1625,-1.8955,-1.074,3.074,1988
0.257,0.569,0.613,2.174,1989
-0.0794,1.205,0.3496,-3.016,1990
-0.2568,-2.031,-1.051,-0.1709,1991
0.39,1.401,0.9365,2.082,1992
-0.1464,0.411,-0.1472,-0.3235,1993
-0.2654,-2.234,-0.436,-1.745,1994
0.3813,2.56,0.2678,0.911,1995
-0.007797,-0.5137,-0.02493,1.269,1996
-0.3257,-2.035,0.2961,-1.637,1997
0.1304,2.4,-0.4155,0.1094,1998
0.2437,-0.5527,-0.7085,0.2181,1999
-0.1914,-1.4,2.145,1.356,2000
-0.184,1.574,-0.9824,-1.091,2001
0.2532,-0.1842,-2.408,-1.729,2002
0.1329,-1.101,3.695,3.945,2003
-0.4548,0.802,-0.717,-2.305,2004
0.3064,0.3005,-3.508,-2.223,2005
0.1316,-0.644,4.062,4.66,2006
-0.2852,0.431,-0.3145,-2.164,2007
-0.01605,-0.10565,-3.441,-2.564,2008
0.1847,-0.849,3.328,3.697,2009
0.1761,1.945,0.2013,-0.1631,2010
-0.5356,-1.244,-2.635,-2.793,2011
0.254,-1.491,1.186,0.98,2012
0.3826,3.77,1.4795,2.412,2013
-0.57,-2.555,-1.71,-2.586,2014
0.0885,-1.476,-0.2786,-0.507,2015
0.3877,4.074,1.701,3.85,2016
-0.2668,-2.84,-1.209,-3.342,2017
-0.2031,-0.5503,-0.2969,-0.4832,2018
0.3474,2.695,1.497,3.463,2019
-0.000429,-2.396,-1.599,-3.768,2020
-0.3274,0.5615,0.8657,1.4,2021
0.2996,1.344,-0.06866,2.07,2022
0.0248,-2.025,-0.9414,-4.26,2023
-0.4045,1.046,1.828,3.37,2024
0.4927,0.821,-1.481,0.7,2025
-0.168,-1.42,0.1647,-4.78,2026
-0.289,0.01857,1.337,4.695,2027
0.472,1.425,-2.273,-0.4531,2028
-0.3296,-0.8926,1.892,-3.777,2029
0.1342,-1.105,-0.3032,4.098,2030
0.05502,1.944,-1.883,-0.5215,2031
-0.278,-0.181,3.3,-2.99,2032
0.4417,-2.11,-2.29,3.375,2033
-0.351,1.974,-1.225,-0.746,2034
-0.12103,0.232,4.297,-2.521,2035
0.624,-1.907,-3.475,2.695,2036
-0.6084,1.212,-1.035,0.603,2037
0.0686,0.9785,4.832,-3.0,2038
0.3933,-1.875,-3.543,1.571,2039
-0.428,0.5273,-1.356,1.969,2040
0.297,1.275,4.316,-3.555,2041
-0.1443,-1.162,-2.66,1.909,2042
-0.1848,-0.537,-1.038,1.126,2043
0.5146,1.233,2.662,-3.555,2044
-0.4202,-0.05,-1.485,3.121,2045
-0.05585,-1.247,-0.0856,0.4365,2046
0.379,0.6875,0.7466,-3.658,2047
-0.2091,1.048,-0.6885,3.414,2048
-0.11176,-1.391,0.0408,-0.7944,2049
0.1401,-0.3027,0.5957,-1.376,2050
0.1085,1.723,-0.684,1.601,2051
-0.3406,-1.008,-0.08527,-0.1531,2052
0.2087,-0.733,1.184,-0.5063,2053
0.1813,1.103,-0.982,-1.334,2054
-0.4148,-0.11896,-0.554,2.736,2055
0.374,-0.3293,1.513,-0.1368,2056
-0.0755,-0.00925,-0.5483,-3.793,2057
-0.368,0.2878,-1.28,3.537,2058
0.6777,-0.2537,1.774,0.3787,2059
-0.5127,0.3782,-0.374,-2.562,2060
-0.2363,-0.765,-1.327,1.446,2061
0.9014,0.1011,1.497,-0.8154,2062
-0.727,1.573,-0.015305,2.344,2063
-0.0855,-1.893,-1.624,-2.812,2064
0.6772,-0.09143,1.664,-0.6274,2065
-0.587,2.107,0.1226,5.62,2066
0.0947,-1.679,-2.123,-5.406,2067
0.264,-0.1829,1.806,-1.002,2068
-0.2288,0.923,0.828,5.78,2069
0.08105,-0.12366,-2.51,-3.73,2070
-0.1181,-0.4968,1.145,-1.16,2071
0.132,-0.5186,1.4375,2.217,2072
0.1749,2.115,-1.599,0.8105,2073
-0.4995,-1.451,-0.292,-1.852,2074
0.3003,-1.443,0.993,-1.6,2075
0.2996,2.691,0.2301,4.48,2076
-0.598,-0.669,-0.941,-2.117,2077
0.1636,-1.961,-0.8584,-3.668,2078
0.544,2.184,2.863,5.586,2079
-0.654,-0.04913,-1.312,-0.8066,2080
-0.03784,-2.094,-2.883,-4.23,2081
0.806,2.094,4.508,3.457,2082
-0.7295,0.1925,-1.056,1.024,2083
-0.165,-2.115,-3.19,-3.39,2084
0.8506,1.598,2.867,0.8584,2085
-0.567,0.2102,0.6455,3.43,2086
-0.2725,-0.9395,-2.08,-3.863,2087
0.6943,0.43,0.4602,-0.2311,2088
-0.415,-0.0162,0.7534,4.61,2089
-0.0565,0.3533,0.1808,-4.36,2090
0.2634,-0.846,-1.229,0.629,2091
-0.283,0.2489,0.4092,2.162,2092
0.2866,1.199,1.173,-2.904,2093
-0.1831,-2.21,-1.233,2.357,2094
-0.1349,1.876,-0.383,-0.9717,2095
0.3833,-0.0729,1.523,-0.963,2096
-0.1548,-2.193,-0.6733,2.104,2097
-0.286,3.19,-0.7686,-2.145,2098
0.288,-1.871,1.05,1.177,2099
0.1616,-1.152,-0.527,0.2247,2100
-0.3823,3.533,0.2142,-1.692,2101
0.02931,-3.016,-0.415,2.557,2102
0.4521,0.1741,0.624,-1.679,2103
-0.4343,2.303,-0.002188,0.387,2104
-0.0645,-2.652,-1.382,0.10767,2105
0.418,1.268,1.875,-0.4028,2106
-0.2737,0.2605,-0.194,1.835,2107
-0.0659,-1.251,-2.207,-3.404,2108
0.1577,1.887,2.898,2.225,2109
-0.01929,-1.499,-0.9824,2.22,2110
-0.10974,-0.1192,-2.234,-6.17,2111
0.02708,1.802,3.49,4.613,2112
0.2556,-1.972,-1.48,1.737,2113
-0.4565,0.1208,-1.5205,-5.844,2114
0.3394,1.615,2.484,3.17,2115
0.1154,-0.935,-0.817,2.295,2116
-0.5337,-1.09,-1.292,-3.441,2117
0.447,1.661,1.533,0.06158,2118
0.0846,0.1173,0.4214,2.074,2119
-0.3975,-1.877,-1.869,-0.199,2120
0.1674,0.9414,0.4556,-2.684,2121
0.1503,1.177,2.195,2.004,2122
-0.1508,-1.02,-1.981,1.11,2123
-0.0739,-0.985,-1.515,-1.933,2124
0.1415,1.441,3.406,-0.504,2125
0.094,0.817,-0.853,2.186,2126
-0.3499,-2.45,-2.826,-0.2979,2127
0.3406,0.4167,2.719,-2.262,2128
-0.05728,2.639,0.8066,2.023,2129
-0.285,-2.377,-3.03,0.3157,2130
0.4048,-1.039,1.22,-1.976,2131
-0.2054,3.066,2.305,1.905,2132
-0.0708,-1.109,-2.805,-0.7,2133
0.1278,-1.863,-0.418,-0.699,2134
0.02791,2.096,3.162,2.082,2135
-0.04373,-0.253,-2.201,-2.584,2136
-0.272,-0.7573,-0.7036,1.356,2137
0.3655,0.4219,1.975,0.446,2138
0.2152,0.06836,-1.272,-1.174,2139
-0.8677,0.0536,0.3086,0.658,2140
0.6655,-0.3535,-0.10425,-0.6367,2141
0.318,0.0717,-0.2064,1.632,2142
-0.9062,0.8047,1.391,-1.114,2143
0.428,-1.636,-2.242,-2.146,2144
0.4016,1.423,0.8335,4.12,2145
-0.4968,0.1895,2.541,-1.489,2146
-0.1107,-2.385,-3.988,-3.43,2147
0.3906,3.264,1.225,5.176,2148
-0.002005,-1.198,3.006,-2.021,2149
-0.326,-2.531,-3.885,-1.874,2150
0.09827,3.99,0.525,3.1,2151
0.2063,-1.3955,3.264,-1.367,2152
-0.1273,-2.309,-3.424,-0.633,2153
-0.086,3.223,-0.0754,0.7764,2154
0.04422,-0.9097,3.318,-0.05255,2155
0.1923,-1.77,-3.373,0.0688,2156
-0.2205,1.999,0.3193,-0.3594,2157
-0.1368,-0.0636,2.969,-0.4683,2158
