s_ph,s_temp,s_do,s_turbidity,index_heure
-0.815,2.88,2.62,6.31,4286
0.1897,-1.783,-1.656,-6.535,4287
0.555,-0.7427,-1.646,-0.2878,4288
-0.7803,2.826,2.959,6.637,4289
0.3271,-2.95,-0.625,-5.76,4290
0.2856,0.5537,-1.967,-0.3948,4291
-0.4653,2.525,1.712,4.062,4292
0.2961,-3.11,0.524,-2.674,4293
-0.1617,0.7485,-1.546,-0.3997,4294
0.013145,1.81,0.3892,1.432,4295
0.2898,-1.946,1.323,-0.4385,4296
-0.526,0.10486,-1.817,0.2542,4297
0.315,1.3,0.536,-1.58,4298
0.3218,-0.599,1.553,1.775,4299
-0.84,-1.133,-2.652,1.118,4300
0.5605,1.469,1.449,-3.611,4301
0.354,0.119,1.338,1.875,4302
-0.8364,-1.7705,-3.217,2.424,4303
0.4126,1.478,2.426,-4.15,4304
0.2668,0.462,0.281,1.596,4305
-0.409,-1.838,-2.777,1.929,4306
0.00846,1.095,2.861,-3.428,4307
0.2686,0.758,-0.463,2.068,4308
-0.03436,-1.647,-1.933,0.175,4309
-0.3264,0.627,2.31,-1.82,4310
0.2688,1.085,-0.7915,2.846,4311
0.2161,-1.263,-1.069,-2.691,4312
-0.5825,-0.00795,1.837,0.3035,4313
0.379,1.244,-0.6304,3.309,4314
0.1946,-1.416,-1.297,-4.113,4315
-0.525,0.296,1.338,1.087,4316
0.2494,0.867,0.1718,2.416,4317
0.3032,-1.074,-0.8013,-3.123,4318
-0.422,0.501,0.02766,1.432,4319
-0.04874,0.1707,0.6353,0.8936,4320
0.4514,-0.11395,-0.4172,-2.734,4321
-0.256,-0.379,-0.134,2.666,4322
-0.2869,0.0376,0.2117,-0.4773,4323
0.386,1.025,0.2876,-2.492,4324
0.1418,-1.209,-0.3513,3.414,4325
-0.5645,-0.344,-0.3418,-1.154,4326
0.3362,2.328,0.672,-1.895,4327
0.253,-2.154,0.01563,2.541,4328
-0.4607,-0.2852,-0.859,-0.1447,4329
0.164,2.451,0.949,-1.833,4330
0.1473,-2.111,-0.568,0.7646,4331
-0.1403,-0.441,-0.1897,1.911,4332
0.006584,2.26,1.49,-2.578,4333
-0.0648,-1.8545,-1.923,-0.2632,4334
0.1978,0.384,0.3062,3.352,4335
-0.1277,0.7495,2.045,-2.822,4336
-0.1282,-1.357,-2.867,-0.911,4337
0.2795,1.522,1.463,3.486,4338
-0.251,-0.549,0.9736,-2.553,4339
0.1226,-1.586,-2.496,-0.459,4340
0.03177,2.941,1.772,2.785,4341
-0.2126,-1.717,0.2397,-2.004,4342
0.362,-1.287,-1.712,-0.9404,4343
-0.2922,3.523,1.924,2.975,4344
-0.001599,-2.559,-0.8687,-1.957,4345
0.331,-1.043,-1.176,-1.432,4346
-0.309,3.46,2.746,4.156,4347
-0.009315,-2.186,-1.454,-3.594,4348
0.10767,-1.133,-1.979,-0.0003104,4349
0.08374,3.033,3.566,3.832,4350
-0.204,-1.903,-0.932,-5.016,4351
-0.01371,-0.812,-3.32,2.71,4352
0.4,2.588,4.297,0.847,4353
-0.358,-1.793,-1.01,-3.818,4354
-0.2637,-0.93,-2.916,5.004,4355
0.786,2.836,3.385,-2.69,4356
-0.5923,-2.252,-0.4082,-2.596,4357
-0.2445,-0.1,-2.236,6.344,4358
0.902,2.188,2.053,-3.861,4359
-0.641,-2.59,0.04492,-2.535,4360
-0.2277,1.215,-1.471,5.383,4361
0.7817,0.855,1.314,-2.11,4362
-0.4766,-2.262,-0.512,-2.15,4363
-0.2402,2.24,-0.3777,2.402,4364
0.4915,-0.9995,1.142,0.7837,4365
-0.214,-0.5264,-1.227,-2.45,4366
-0.08624,1.913,0.2057,0.1287,4367
0.1186,-2.312,1.148,2.549,4368
0.04742,1.31,-1.425,-1.86,4369
-0.1267,0.59,0.2634,-1.176,4370
-0.03072,-2.393,0.85,2.951,4371
0.1608,2.602,-0.8765,-2.42,4372
0.01726,-0.8535,0.4626,0.1838,4373
-0.2136,-1.548,0.2517,2.8,4374
0.0878,2.635,-0.882,-3.613,4375
0.2222,-1.647,0.6714,0.6343,4376
-0.3757,-0.574,0.2664,2.797,4377
0.1849,2.14,-1.48,-2.44,4378
0.1476,-1.766,1.646,-1.05,4379
-0.2712,0.1636,0.334,2.926,4380
0.2168,1.122,-2.82,-0.4773,4381
-0.1498,-1.019,2.475,-2.748,4382
0.0981,-0.2275,1.066,2.074,4383
0.05054,1.135,-3.607,2.018,4384
-0.3564,-0.511,1.808,-4.273,4385
0.4797,-1.033,2.133,1.574,4386
-0.1407,1.646,-3.123,2.547,4387
-0.4136,-0.03677,0.1896,-3.473,4388
0.593,-2.346,2.34,1.297,4389
-0.1967,2.137,-1.301,1.746,4390
-0.263,0.701,-1.41,-3.424,4391
0.28,-2.467,2.016,2.213,4392
0.00985,1.312,-0.2764,1.374,4393
-0.1597,0.7324,-0.9966,-4.727,4394
0.01536,-1.228,0.673,3.549,4395
0.1847,0.3333,-0.0566,1.84,4396
-0.2083,0.4153,0.207,-5.61,4397
0.1648,-0.4941,-0.368,3.428,4398
-0.00119,0.5283,-0.383,2.11,4399
-0.2803,-0.6943,1.026,-4.766,4400
0.3755,0.1288,-0.2463,2.145,4401
-0.1665,1.165,-0.8877,2.053,4402
-0.2399,-1.2705,0.547,-2.863,4403
0.4956,-0.346,0.4836,0.5728,4404
-0.337,1.316,-0.3416,1.228,4405
-0.1328,-0.367,-0.8027,-1.031,4406
0.4324,-0.898,1.405,0.3682,4407
-0.315,0.724,-0.5527,0.0258,4408
0.04514,0.3857,-1.161,-0.6343,4409
0.0678,-0.9155,2.23,1.41,4410
-0.01287,0.3647,-1.626,-0.419,4411
-0.01707,0.6084,-0.3232,-2.498,4412
-0.0292,-1.271,2.094,3.412,4413
0.1609,1.159,-1.936,-0.225,4414
-0.1711,-0.1569,0.2158,-3.945,4415
-0.10803,-0.904,0.915,4.43,4416
0.4219,1.356,-0.7373,-0.699,4417
-0.3271,-1.016,-0.0914,-3.225,4418
-0.1664,0.2048,0.198,3.41,4419
0.5054,0.442,0.584,-0.9067,4420
-0.2588,-0.5684,-0.6284,-1.01,4421
-0.3303,0.4832,-0.07355,0.8203,4422
0.4644,-0.5283,0.5625,-0.7183,4423
0.0927,0.3271,-0.492,2.727,4424
-0.617,-0.02147,0.2888,-3.129,4425
0.3296,-0.1407,-0.6123,-0.425,4426
0.3984,0.4658,0.563,4.527,4427
-0.532,-0.9644,0.617,-4.277,4428
-0.0524,0.68,-1.324,-0.6997,4429
0.467,0.7134,0.704,4.69,4430
-0.152,-1.841,0.333,-3.275,4431
-0.2698,1.162,-0.9507,-1.447,4432
0.1515,1.175,0.5107,3.99,4433
0.2218,-2.875,-0.0354,-1.635,4434
-0.1929,1.572,0.3179,-2.22,4435
-0.3047,2.002,-0.5195,2.504,4436
0.4893,-3.74,0.01897,0.2355,4437
0.0747,1.138,0.6553,-2.17,4438
-0.678,3.328,-0.6333,1.556,4439
0.4048,-4.684,0.02483,0.676,4440
0.4905,1.089,0.2874,-1.917,4441
-0.884,3.475,-0.1279,1.519,4442
0.266,-3.857,0.1488,0.0463,4443
0.6777,0.1278,-0.2384,-2.174,4444
-0.938,2.664,0.0682,2.504,4445
0.3362,-1.501,0.634,-0.773,4446
0.5767,-0.976,-1.098,-1.192,4447
-1.003,1.258,0.09515,2.03,4448
0.585,0.05664,1.309,-1.263,4449
0.3013,-0.559,-0.9287,0.3857,4450
-0.9146,-0.1625,-0.6914,-0.4382,4451
0.663,0.83,1.387,0.0001249,4452
0.1423,-0.0929,-0.518,1.845,4453
-0.679,-1.284,-0.7905,-3.63,4454
0.558,1.118,0.773,2.236,4455
-0.015526,0.555,0.1284,2.658,4456
-0.366,-1.523,-0.02037,-5.71,4457
0.266,0.8965,-0.899,2.908,4458
0.01442,0.3818,0.6836,2.785,4459
-0.10675,-1.374,0.6646,-5.188,4460
-0.05325,1.15,-1.267,2.016,4461
0.2493,0.07733,0.187,2.588,4462
-0.0958,-0.7104,1.156,-3.4,4463
-0.2651,0.274,-1.138,0.418,4464
0.301,0.1824,0.09296,2.766,4465
-8.357e-05,-0.02394,0.81,-2.602,4466
-0.2332,-0.7905,-0.1597,-0.3286,4467
0.1395,1.617,-0.981,1.537,4468
0.05417,-0.743,0.3555,-0.5454,4469
0.012405,-1.515,1.213,0.2168,4470
-0.1544,2.318,-1.536,-1.324,4471
0.0626,-0.516,-0.003119,1.644,4472
0.3015,-1.489,1.692,0.915,4473
-0.606,1.22,-1.432,-4.395,4474
0.3071,0.1405,-0.7944,4.12,4475
0.3623,-0.356,2.473,1.468,4476
-0.6665,-0.516,-1.166,-7.203,4477
0.463,0.8667,-1.795,6.684,4478
-0.1187,0.3335,2.383,-0.006073,4479
-0.1879,-1.793,0.3179,-6.277,4480
0.4968,1.378,-2.533,6.477,4481
-0.682,0.656,1.412,-1.68,4482
0.4524,-1.74,1.77,-3.098,4483
0.2428,0.799,-2.87,4.73,4484
-0.9014,0.8027,0.02747,-2.963,4485
0.9272,-1.277,2.918,-0.1678,4486
-0.2744,0.0647,-2.29,2.164,4487
-0.4968,1.399,-1.031,-2.225,4488
0.836,-1.42,2.791,0.851,4489
-0.5723,-0.06604,-0.4963,0.177,4490
-0.015335,1.242,-2.373,0.1039,4491
0.477,-0.896,1.772,-0.524,4492
-0.6055,-0.2201,1.282,-0.1146,4493
0.4023,0.577,-3.062,1.153,4494
0.003468,-0.1533,1.495,-0.8154,4495
-0.431,0.1301,2.06,-0.864,4496
0.575,-0.649,-3.678,1.6455,4497
-0.259,0.5635,1.209,0.08624,4498
-0.2537,0.802,2.89,-2.043,4499
0.4673,-1.192,-4.184,1.237,4500
-0.2576,-0.5415,1.306,1.951,4501
-0.1986,1.467,2.334,-4.043,4502
0.6,0.2754,-3.105,2.021,4503
-0.4753,-2.21,0.5835,1.586,4504
-0.212,1.413,2.22,-3.248,4505
0.8276,1.354,-1.921,2.967,4506
-0.637,-2.625,-0.688,-1.768,4507
-0.2888,0.99,2.059,-1.01,4508
1.036,1.47,-1.097,4.61,4509
-0.7676,-2.39,-0.4944,-4.887,4510
-0.2527,1.191,0.953,0.4006,4511
0.937,0.8164,-0.06042,4.918,4512
-0.6934,-2.227,-0.541,-4.867,4513
-0.0689,2.1,0.2384,-0.2112,4514
0.4944,0.02534,0.3242,3.275,4515
-0.3284,-2.48,-0.1975,-0.7227,4516
-0.01494,2.346,-0.864,-3.398,4517
0.1072,0.476,1.148,2.035,4518
-0.006477,-2.496,0.282,3.709,4519
0.0786,1.107,-1.502,-5.492,4520
-0.2693,1.676,0.7,0.619,4521
0.2366,-1.7705,0.963,4.79,4522
0.0758,-1.133,-1.329,-5.7,4523
-0.4084,3.104,-0.3896,2.645,4524
0.451,-1.165,1.829,2.182,4525
-0.01396,-2.553,-0.869,-4.926,4526
-0.5815,3.438,-1.297,2.97,4527
0.6377,-0.7324,2.178,1.034,4528
0.05988,-2.406,-0.5376,-3.002,4529
-0.794,3.2,-1.693,1.817,4530
0.6694,-0.9517,2.336,0.6294,4531
0.1558,-2.19,-1.052,-1.921,4532
-0.71,2.824,-1.196,0.612,4533
0.4036,-0.5737,2.45,2.172,4534
0.2937,-1.747,-1.179,-1.991,4535
-0.498,2.047,-1.187,-1.456,4536
-0.04214,-0.7314,2.203,3.324,4537
0.538,-0.521,-1.319,-1.73,4538
-0.2083,1.118,-0.9062,-0.9995,4539
-0.475,-1.395,2.484,2.19,4540
0.564,1.009,-1.984,-1.009,4541
0.02762,0.379,-0.199,-1.866,4542
-0.4424,-2.129,2.34,2.904,4543
0.2434,2.66,-2.295,0.2389,4544
0.1289,-0.633,-0.238,-3.898,4545
-0.1432,-2.416,2.82,3.658,4546
-0.06494,3.033,-2.447,0.1084,4547
0.006897,-0.6104,-0.6396,-3.27,4548
0.2246,-2.03,2.932,3.357,4549
-0.1564,1.958,-1.487,-1.008,4550
-0.2429,0.3142,-1.431,-1.601,4551
0.3735,-1.769,2.08,2.576,4552
-0.0464,0.984,-0.601,-2.371,4553
-0.2896,0.5615,-1.229,1.951,4554
0.2452,-1.065,1.776,-0.1533,4555
0.0652,0.7876,-0.948,-3.79,4556
-0.2803,-0.4001,-0.3052,5.383,4557
0.2712,-0.4172,1.516,-0.9165,4558
-0.0614,1.685,-1.737,-5.176,4559
-0.1184,-1.904,0.3823,5.453,4560
0.198,0.1792,1.274,0.89,4561
-0.1678,2.238,-1.671,-5.848,4562
-0.001298,-3.064,0.4277,3.49,4563
0.0705,1.22,0.9604,2.613,4564
0.00339,1.405,-0.666,-5.188,4565
-0.01921,-1.942,-0.168,1.267,4566
-0.1248,0.5645,-0.0747,4.176,4567
0.2117,-0.01431,0.3452,-4.332,4568
-0.02162,0.576,0.2131,-0.542,4569
-0.253,-0.2502,-0.934,4.28,4570
0.2299,-1.157,0.7783,-3.207,4571
-0.0437,1.783,0.533,0.3828,4572
0.0148,-0.8203,-1.425,1.115,4573
-0.05716,-0.4077,0.969,-1.857,4574
0.0257,1.014,0.4817,2.654,4575
0.2098,-1.281,-1.922,-2.838,4576
-0.3958,1.057,1.658,0.8223,4577
0.2374,-0.1043,0.597,3.031,4578
0.11206,-0.744,-2.527,-5.395,4579
-0.3513,0.6284,1.778,3.244,4580
0.381,0.03665,0.8823,1.591,4581
-0.2266,-0.06854,-2.785,-4.504,4582
-0.1863,-0.791,1.829,3.455,4583
0.59,0.801,0.928,-0.2866,4584
-0.4624,0.8853,-2.605,-2.2,4585
-0.1992,-2.41,1.8,3.305,4586
0.5693,1.503,0.3232,-2.852,4587
-0.1932,1.561,-1.677,0.0661,4588
-0.335,-3.326,1.872,3.463,4589
0.307,1.874,-1.233,-3.393,4590
0.2125,0.93,-0.3943,-1.121,4591
-0.5283,-2.36,2.373,4.668,4592
0.2585,1.789,-2.424,-2.809,4593
0.3174,-0.453,0.1287,-1.874,4594
-0.5806,-1.022,2.049,4.38,4595
0.3228,2.29,-1.943,-2.646,4596
0.1244,-1.89,0.1353,-1.768,4597
-0.4006,-0.747,0.743,4.12,4598
0.3696,3.043,0.166,-1.397,4599
-0.08093,-2.156,-0.7646,-3.352,4600
-0.2551,-1.195,-0.431,4.777,4601
0.2795,3.084,1.137,-1.008,4602
-0.04666,-1.306,0.458,-4.74,4603
-0.03842,-1.676,-2.02,5.703,4604
-0.1007,2.48,0.859,0.542,4605
0.09094,-0.7637,1.717,-6.84,4606
0.1975,-0.8735,-2.176,5.082,4607
-0.28,0.3909,0.02321,3.184,4608
-0.01811,0.74,2.092,-7.746,4609
0.2058,0.03067,-1.727,2.842,4610
-0.03928,-2.07,-0.4812,4.793,4611
-0.05865,2.44,1.759,-5.84,4612
-0.2178,0.0337,-1.256,-0.1604,4613
0.4321,-3.064,0.3984,5.242,4614
-0.0503,3.82,-0.1059,-3.533,4615
-0.6274,-1.697,-0.7666,-1.556,4616
0.73,-1.931,2.01,3.38,4617
-0.0637,4.066,-1.32,-1.429,4618
-0.595,-3.035,-1.128,-0.1482,4619
0.6177,0.01631,2.63,0.3184,4620
-0.1903,2.543,-1.659,-0.889,4621
-0.2103,-3.045,-0.7534,2.533,4622
0.3884,1.656,2.254,-2.281,4623
-0.3613,0.7954,-1.475,-1.798,4624
0.1974,-2.633,-0.1459,5.805,4625
0.11414,2.3,0.918,-4.523,4626
-0.3118,0.08795,-1.042,-1.779,4627
0.0656,-2.287,1.019,6.977,4628
0.269,2.13,-0.9966,-6.043,4629
-0.247,-0.02214,0.4062,-0.0476,4630
-0.0962,-1.448,0.913,5.645,4631
0.319,0.833,-1.643,-6.387,4632
-0.1863,0.269,0.788,2.684,4633
-0.07666,-0.2578,1.001,1.944,4634
0.2742,-0.383,-1.775,-4.418,4635
-0.329,0.2039,0.701,3.63,4636
0.2112,0.634,0.8413,-0.8857,4637
0.0754,-0.6104,-1.759,-1.681,4638
-0.3955,-0.8374,1.808,3.193,4639
0.5073,1.767,-0.4019,-3.045,4640
-0.2515,-0.1954,-1.689,0.9365,4641
-0.1877,-2.021,2.164,1.924,4642
0.483,1.6045,-0.3008,-3.26,4643
-0.4124,1.211,-1.861,1.869,4644
0.05063,-2.96,1.752,1.187,4645
0.2283,1.492,0.6274,-2.482,4646
-0.3228,1.68,-2.18,0.937,4647
0.3176,-3.066,0.513,1.137,4648
-0.1462,1.409,2.15,-1.565,4649
-0.2234,1.076,-1.709,-0.536,4650
0.552,-1.7,-1.767,2.205,4651
-0.3909,0.199,3.684,-0.5723,4652
-0.2233,1.235,-1.183,-2.29,4653
0.613,-0.945,-2.912,2.512,4654
-0.3113,-0.1047,3.564,0.1786,4655
-0.332,0.3125,0.09064,-2.492,4656
0.4707,-0.0802,-3.564,2.186,4657
0.037,0.3484,2.604,0.178,4658
-0.3447,-0.6685,1.309,-2.062,4659
-0.02452,0.127,-3.271,1.885,4660
0.4016,1.154,1.6875,-0.2786,4661
-0.1241,-1.238,0.9395,-0.946,4662
-0.4812,-0.945,-1.999,0.8955,4663
0.5303,2.81,1.196,-0.516,4664
0.1454,-1.532,0.1694,-0.5464,4665
-0.614,-1.78,-1.022,1.678,4666
0.2642,3.354,1.408,-0.3909,4667
0.4038,-1.221,-1.366,-2.611,4668
-0.5425,-2.223,0.699,3.04,4669
0.107,3.0,0.558,0.9097,4670
0.3105,-0.808,-1.534,-4.53,4671
-0.3586,-1.357,1.039,2.998,4672
0.1357,1.779,0.3042,2.223,4673
0.0981,-1.196,-0.956,-4.863,4674
-0.2318,0.639,0.4521,2.535,4675
0.276,0.4285,0.0876,1.073,4676
-0.2062,-1.987,-0.2208,-2.73,4677
-0.1023,1.957,0.2217,1.916,4678
0.395,0.3137,-0.308,-0.6226,4679
-0.2986,-2.08,0.85,0.1753,4680
-0.01207,1.042,-0.95,0.797,4681
0.2428,1.169,0.0308,-2.725,4682
-0.2705,-1.613,0.991,2.86,4683
0.07477,0.07745,-0.85,0.3276,4684
0.1315,1.08,-0.005035,-3.564,4685
-0.1175,-0.881,-0.02092,3.102,4686
-0.02266,0.4478,0.855,0.1927,4687
0.11896,-0.1776,-0.56,-3.5,4688
-0.08716,-0.4275,-1.42,4.78,4689
-0.1227,1.431,2.477,-2.35,4690
0.3054,-1.453,-0.5107,-2.713,4691
-0.2183,-0.3743,-2.982,5.727,4692
-0.05026,2.291,3.906,-2.867,4693
0.1891,-1.825,-0.7153,-2.977,4694
-0.01336,-0.9575,-3.38,5.207,4695
-0.1533,2.861,4.5,-2.346,4696
0.04794,-1.371,-1.895,-1.403,4697
0.09436,-1.794,-1.833,2.178,4698
-0.05716,2.775,3.615,-0.377,4699
-0.1671,-0.8984,-2.266,-0.16,4700
0.258,-1.594,-0.8447,-1.8955,4701
0.03836,2.44,3.082,3.143,4702
-0.31,-1.087,-2.53,-1.074,4703
0.1355,-0.611,-0.4683,-2.846,4704
0.163,1.244,2.854,4.26,4705
-0.08984,-0.8647,-1.985,-1.233,4706
-0.2278,0.367,-1.271,-2.58,4707
0.2527,-0.292,3.219,3.543,4708
0.1069,-0.1471,-1.241,-1.859,4709
-0.3828,0.908,-2.377,-0.479,4710
0.2253,-0.7607,3.467,1.812,4711
0.2007,-0.2886,-1.084,-1.573,4712
-0.3438,0.8115,-2.023,0.04626,4713
0.01999,-0.09827,2.621,1.283,4714
0.2754,-0.975,-0.868,-0.7856,4715
-0.1298,0.645,-0.8022,-0.3948,4716
-0.1934,1.261,1.056,1.11,4717
0.2131,-2.482,-0.3943,-0.946,4718
0.024,1.099,-0.2847,-0.2228,4719
-0.1287,1.977,0.1973,0.5513,4720
0.03705,-3.455,0.4956,1.081,4721
0.0324,1.393,-0.877,-2.459,4722
0.06247,2.252,0.3086,0.3992,4723
-0.2085,-3.16,0.997,3.375,4724
0.1068,0.1632,-1.281,-3.607,4725
0.2382,2.69,0.07465,-0.8813,4726
-0.4492,-1.714,1.342,4.316,4727
0.2303,-1.436,-1.327,-2.523,4728
0.2461,2.17,-0.1835,-1.197,4729
-0.588,0.551,1.033,1.776,4730
0.607,-2.867,-0.358,0.607,4731
-0.172,1.548,-0.5693,-0.657,4732
-0.4902,1.946,0.4497,-2.951,4733
0.694,-3.676,0.3372,4.85,4734
-0.289,1.623,-0.993,-0.648,4735
-0.2312,1.891,1.292,-5.793,4736
0.4395,-2.84,-0.7227,6.49,4737
-0.2576,0.82,-1.069,-0.476,4738
-0.0239,1.016,2.852,-5.16,4739
0.1868,-0.934,-2.166,5.26,4740
-0.1938,0.4033,-1.116,-1.213,4741
0.11945,-0.5483,3.898,-2.785,4742
-0.1195,0.69,-3.234,3.264,4743
0.04645,-0.175,-0.4204,-0.911,4744
0.0853,-0.96,3.404,-1.097,4745
-0.01666,1.81,-3.283,1.308,4746
-0.08575,-1.182,1.008,-0.7803,4747
0.001819,-0.812,1.628,0.4675,4748
0.1162,2.438,-3.38,-0.1495,4749
-0.0573,-2.16,2.443,0.0807,4750
-0.0876,-0.05212,1.031,0.5425,4751
0.004288,2.361,-3.229,-1.459,4752
0.2454,-2.36,1.549,0.4375,4753
-0.1322,-0.2761,1.748,1.849,4754
-0.3784,2.74,-2.28,-1.493,4755
0.6772,-1.956,-0.4722,-1.529,4756
-0.226,-1.023,2.428,2.285,4757
-0.6978,2.674,-0.5947,0.486,4758
0.962,-1.424,-2.416,-2.635,4759
-0.1328,-0.9272,2.146,0.6494,4760
-0.8535,1.951,1.112,2.793,4761
0.854,-1.128,-3.27,-2.56,4762
0.06616,-0.6934,1.936,-1.559,4763
-0.701,2.07,0.9985,4.61,4764
0.3608,-1.777,-2.625,-2.611,4765
0.2878,-0.122,2.145,-2.291,4766
-0.3843,1.862,-0.0477,4.203,4767
0.01936,-1.894,-2.2,-1.006,4768
0.3218,0.3127,2.51,-3.02,4769
-0.345,1.03,-0.458,3.719,4770
0.04282,-0.88,-1.828,-0.85,4771
0.2333,0.2898,1.967,-2.543,4772
-0.2048,-0.251,-0.10565,3.139,4773
-0.01316,0.2253,-1.382,-0.8735,4774
0.1744,0.4744,1.055,-1.594,4775
-0.1604,-1.285,0.2517,1.727,4776
-0.01189,0.8027,-0.8154,0.644,4777
0.1764,1.018,0.0607,-2.465,4778
-0.0754,-1.87,0.621,1.302,4779
-0.2454,0.5435,-0.4944,0.9956,4780
0.2869,1.211,-0.0221,-1.497,4781
0.1384,-1.386,0.8794,-0.2261,4782
-0.3892,0.064,-1.165,1.441,4783
0.06198,1.259,0.1274,-0.582,4784
0.3503,-1.232,1.176,-1.273,4785
-0.3347,0.1915,-1.24,2.94,4786
-0.09753,0.855,0.1383,-2.436,4787
0.4087,-1.462,0.6235,-0.865,4788
-0.2252,1.08,-0.72,4.195,4789
-0.13,0.2444,0.805,-3.62,4790
0.298,-1.573,-1.067,-0.7134,4791
-0.2734,1.559,0.7163,4.74,4792
0.1127,-0.1305,1.153,-5.38,4793
0.1681,-1.594,-2.78,1.535,4794
-0.4658,2.04,1.746,3.95,4795
0.502,-0.684,1.245,-6.113,4796
0.03009,-1.172,-3.105,3.035,4797
-0.7715,2.121,1.906,2.28,4798
0.8296,-1.636,0.765,-4.934,4799
-0.04065,0.03207,-2.002,2.715,4800
-0.783,2.076,1.253,1.786,4801
0.822,-2.922,-0.2158,-3.92,4802
-0.1768,1.17,0.162,2.127,4803
-0.3877,1.753,-0.3523,2.227,4804
0.4888,-2.836,-0.7646,-4.215,4805
-0.2617,1.45,2.2,0.8403,4806
0.00827,0.3154,-1.74,3.686,4807
0.1586,-1.254,-0.608,-4.465,4808
-0.3325,1.476,2.824,0.7065,4809
0.3645,-1.306,-2.656,3.846,4810
-0.05377,0.5425,0.4097,-4.703,4811
-0.371,0.806,1.729,1.362,4812
0.4062,-1.899,-2.465,2.713,4813
-0.008675,1.658,1.136,-3.979,4814
-0.3708,0.0404,1.421,2.078,4815
0.3296,-1.636,-2.295,0.5312,4816
0.0782,1.646,0.401,-1.98,4817
-0.396,-0.3708,1.935,1.96,4818
0.3862,-0.87,-1.942,-0.0535,4819
-0.1449,1.239,-0.4592,-1.894,4820
-0.1691,-0.5703,2.441,1.477,4821
0.3894,-0.1859,-1.714,0.4355,4822
-0.2617,0.3079,-0.9473,-1.721,4823
-0.1859,-0.4678,2.727,0.8506,4824
0.4695,0.754,-1.862,1.108,4825
-0.2007,-0.4468,-0.3567,-1.529,4826
-0.3398,-0.327,1.736,-0.1665,4827
0.4456,0.7188,-1.83,1.796,4828
0.05026,-0.4023,1.036,-0.654,4829
-0.4888,-0.2727,0.562,-1.912,4830
0.1906,0.5386,-2.191,1.614,4831
0.4478,-0.2362,1.926,1.914,4832
-0.454,-0.0889,0.5737,-3.904,4833
-0.09863,-0.05188,-2.645,1.047,4834
0.4233,0.04877,2.385,3.846,4835
-0.246,0.7466,-0.6196,-4.496,4836
-0.1405,-0.6973,-1.316,-0.7246,4837
0.3489,-0.9243,2.441,5.35,4838
-0.3435,1.94,-1.943,-2.941,4839
0.1986,-0.7354,-0.3274,-3.898,4840
0.1768,-1.557,2.852,6.047,4841
-0.6133,2.564,-2.809,-0.5747,4842
0.6147,-1.171,-0.03647,-5.36,4843
0.008896,-1.44,2.486,5.58,4844
-0.685,2.74,-2.1,-1.229,4845
0.564,-1.334,-0.5576,-2.941,4846
0.1785,-1.411,2.258,4.035,4847
-0.4636,2.508,-0.773,-3.088,4848
0.02997,-1.137,-1.793,0.9507,4849
0.3318,-0.807,2.215,2.72,4850
-0.0931,1.754,-0.3604,-4.977,4851
-0.4116,-1.011,-1.528,2.832,4852
0.5693,-0.6997,1.834,2.05,4853
-0.1848,1.391,-0.522,-5.25,4854
-0.347,-0.2037,-1.14,3.426,4855
0.586,-1.371,1.57,0.925,4856
-0.3638,1.263,-0.3135,-3.672,4857
-0.1744,0.419,-1.015,4.246,4858
0.5723,-1.612,0.8125,-2.08,4859
-0.4658,0.9556,0.113,-2.496,4860
-0.00783,0.71,-0.6,5.348,4861
0.3152,-1.793,0.0537,-2.951,4862
-0.2076,1.149,0.8364,-2.525,4863
-0.0833,0.543,-0.5356,5.016,4864
0.1411,-1.241,-0.4255,-1.377,4865
0.04834,0.5356,0.618,-3.63,4866
-0.1548,0.695,-0.1038,3.627,4867
0.04156,-1.147,-0.3242,1.314,4868
0.08655,0.12,0.5596,-4.67,4869
-0.00865,1.394,-0.405,1.434,4870
-0.1185,-1.763,-0.5117,3.803,4871
0.078,0.0982,1.302,-4.227,4872
0.09705,2.127,-0.406,0.3074,4873
-0.1586,-2.266,-1.758,2.68,4874
0.09955,-0.05704,2.04,-2.205,4875
0.0806,2.012,0.7114,0.2827,4876
-0.3296,-1.246,-3.166,0.9688,4877
0.245,-0.4875,1.883,-1.177,4878
0.1829,0.4077,2.006,0.178,4879
-0.4412,0.9995,-3.576,1.496,4880
0.1917,-1.111,1.147,-2.27,4881
0.2129,-0.741,1.883,0.7695,4882
-0.2212,2.549,-2.229,2.943,4883
-0.1375,-2.078,0.666,-5.08,4884
0.3074,-0.3865,0.01826,1.708,4885
-0.02325,2.34,0.01105,4.527,4886
-0.4111,-2.191,1.115,-6.098,4887
0.4963,0.1951,-2.389,0.4978,4888
-0.0833,1.339,1.054,5.87,4889
-0.3257,-1.367,2.107,-5.71,4890
0.3887,0.7075,-3.549,-0.2106,4891
-0.2603,0.28,1.463,5.023,4892
0.11304,-0.6606,1.636,-4.594,4893
0.0865,0.2974,-1.944,0.8804,4894
-0.3862,0.07855,0.1329,2.293,4895
0.527,0.1469,0.7866,-4.035,4896
-0.2815,-0.832,0.06696,4.242,4897
-0.1166,0.668,-1.045,-1.453,4898
0.3826,0.646,0.2201,-3.809,4899
-0.5166,-1.649,1.412,7.254,4900
0.4587,1.106,-1.394,-4.938,4901
-0.0829,0.923,-0.2094,-1.538,4902
-0.4443,-2.742,1.212,6.23,4903
