Lat,Lon,Time Range,Flag,Vessel Name,Entry Timestamp,Exit Timestamp,Gear Type,Vessel Type,MMSI,IMO,CallSign,First Transmission Date,Last Transmission Date,Apparent Fishing Hours
-10.900000,49.500000,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",SYC,ALTARRI,2025-01-31T06:00:00Z,2025-06-09T16:00:00Z,INCONCLUSIVE,FISHING,664000345,9265299,S7IB2,2024-11-18T04:02:29Z,2026-05-22T20:01:03Z,2.12
-21.300000,50.099998,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,SAINTE-MARIE,2025-02-06T19:00:00Z,2025-06-20T15:00:00Z,DRIFTING_LONGLINES,FISHING,660006100,8589727,FQTW,2022-01-17T05:49:05Z,2026-06-09T23:57:54Z,1.94
-22.800000,48.500000,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,CAP CLOE,2025-01-11T18:00:00Z,2025-06-11T11:00:00Z,DRIFTING_LONGLINES,FISHING,660007600,9184366,FOCU,2022-03-07T10:48:33Z,2026-06-01T21:34:33Z,7.02
-22.800000,48.299999,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,CAP CLOE,2025-01-11T18:00:00Z,2025-06-11T11:00:00Z,DRIFTING_LONGLINES,FISHING,660007600,9184366,FOCU,2022-03-07T10:48:33Z,2026-06-01T21:34:33Z,3.31
-24.700000,47.900002,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,CAP CLOE,2025-01-11T18:00:00Z,2025-06-11T11:00:00Z,DRIFTING_LONGLINES,FISHING,660007600,9184366,FOCU,2022-03-07T10:48:33Z,2026-06-01T21:34:33Z,1.84
-22.800000,49.099998,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,CAP CLOE,2025-01-11T18:00:00Z,2025-06-11T11:00:00Z,DRIFTING_LONGLINES,FISHING,660007600,9184366,FOCU,2022-03-07T10:48:33Z,2026-06-01T21:34:33Z,1.00
-18.300000,49.700001,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,VETYVER 6,2025-01-11T17:00:00Z,2025-06-28T06:00:00Z,DRIFTING_LONGLINES,FISHING,660006800,,FLNQ,2017-09-07T05:15:01Z,2025-07-16T10:35:52Z,1.96
-19.400000,49.200001,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,LE MARIUS 3,2025-01-28T16:00:00Z,2025-06-25T18:00:00Z,DRIFTING_LONGLINES,FISHING,660001500,8589480,FZTW,2022-03-08T06:30:13Z,2026-06-08T12:03:37Z,0.93
-21.500000,49.500000,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,CAP CLOE,2025-01-11T18:00:00Z,2025-06-11T11:00:00Z,DRIFTING_LONGLINES,FISHING,660007600,9184366,FOCU,2022-03-07T10:48:33Z,2026-06-01T21:34:33Z,1.00
-19.700000,49.400002,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,VETYVER 6,2025-01-11T17:00:00Z,2025-06-28T06:00:00Z,DRIFTING_LONGLINES,FISHING,660006800,,FLNQ,2017-09-07T05:15:01Z,2025-07-16T10:35:52Z,2.17
-20.000000,49.400002,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,SAINTE-MARIE,2025-02-06T19:00:00Z,2025-06-20T15:00:00Z,DRIFTING_LONGLINES,FISHING,660006100,8589727,FQTW,2022-01-17T05:49:05Z,2026-06-09T23:57:54Z,0.93
-19.700000,44.299999,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",MDG,NOSY BE 10,2025-03-01T17:00:00Z,2025-04-25T21:00:00Z,TRAWLERS,FISHING,647351924,,5RPB,2019-02-21T16:37:25Z,2026-05-12T20:25:45Z,14.23
-21.100000,48.900002,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,PARVATI,2025-04-11T11:00:00Z,2025-05-12T09:00:00Z,DRIFTING_LONGLINES,FISHING,660001400,8589296,FZSC,2024-01-05T17:05:09Z,2026-06-09T23:57:17Z,3.15
-21.000000,50.000000,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,CAP CLOE,2025-01-11T18:00:00Z,2025-06-11T11:00:00Z,DRIFTING_LONGLINES,FISHING,660007600,9184366,FOCU,2022-03-07T10:48:33Z,2026-06-01T21:34:33Z,8.76
-18.500000,49.900002,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,LE MARIUS 3,2025-01-28T16:00:00Z,2025-06-25T18:00:00Z,DRIFTING_LONGLINES,FISHING,660001500,8589480,FZTW,2022-03-08T06:30:13Z,2026-06-08T12:03:37Z,1.78
-20.700000,50.700001,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,CAP SUD,2025-05-17T12:00:00Z,2025-06-14T23:00:00Z,DRIFTING_LONGLINES,FISHING,660007400,8589454,FOSW,2022-03-22T10:27:49Z,2026-06-09T23:57:36Z,4.95
-20.000000,44.400002,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",MDG,UNIMA 1,2025-03-14T07:00:00Z,2025-05-11T20:00:00Z,TRAWLERS,FISHING,647361210,,5RTK,2018-10-17T06:35:15Z,2026-06-09T19:34:33Z,196.01
-15.600000,44.200001,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",KOR,NO.211DONG WON,2025-01-16T18:00:00Z,2025-03-14T22:00:00Z,DRIFTING_LONGLINES,FISHING,440782000,8821541,6LCW,2012-01-01T00:00:11Z,2026-06-09T23:59:31Z,11.84
